"ENTITY_PHONE_ID","ENTITY_ID","ENT_TYP_CD","PHONE_TYP_CD","PHONE_NBR","PHONE_EXTN_NBR","POSTAL_CNTRY_CD","DFLT_IND","ACTV_IND","OBJ_ID","VER_NBR"
"KCoeus10034","KCoeus10017","PERSON","WRK","321-321-1214",NULL,"US","Y","Y","D9EDD8E9CC2DC478E040DC0A1F8A3320",1
"KCoeus10035","KCoeus10017","PERSON","FAX","321-321-1275",NULL,"US","N","Y","D9EDD8E9CC2EC478E040DC0A1F8A3320",1
"KCoeus10036","KCoeus10018","PERSON","WRK","321-321-1215",NULL,"US","Y","Y","D9EDD8E9CC2FC478E040DC0A1F8A3320",1
"KCoeus10037","KCoeus10018","PERSON","FAX","321-321-1276",NULL,"US","N","Y","D9EDD8E9CC30C478E040DC0A1F8A3320",1
"KCoeus10038","KCoeus10019","PERSON","WRK","321-321-1216",NULL,"US","Y","Y","D9EDD8E9CC31C478E040DC0A1F8A3320",1
"KCoeus10039","KCoeus10019","PERSON","FAX","321-321-1277",NULL,"US","N","Y","D9EDD8E9CC32C478E040DC0A1F8A3320",1
"KCoeus10040","KCoeus10020","PERSON","WRK","321-321-1217",NULL,"US","Y","Y","D9EDD8E9CC33C478E040DC0A1F8A3320",1
"KCoeus10041","KCoeus10020","PERSON","FAX","321-321-1278",NULL,"US","N","Y","D9EDD8E9CC34C478E040DC0A1F8A3320",1
"KCoeus10042","KCoeus10021","PERSON","WRK","321-321-1218",NULL,"US","Y","Y","D9EDD8E9CC35C478E040DC0A1F8A3320",1
"KCoeus10043","KCoeus10021","PERSON","FAX","321-321-1279",NULL,"US","N","Y","D9EDD8E9CC36C478E040DC0A1F8A3320",1
"KCoeus10044","KCoeus10022","PERSON","WRK","321-321-1219",NULL,"US","Y","Y","D9EDD8E9CC37C478E040DC0A1F8A3320",1
"KCoeus10045","KCoeus10022","PERSON","FAX","321-321-1280",NULL,"US","N","Y","D9EDD8E9CC38C478E040DC0A1F8A3320",1
"KCoeus10046","KCoeus10023","PERSON","WRK","321-321-1220",NULL,"US","Y","Y","D9EDD8E9CC39C478E040DC0A1F8A3320",1
"KCoeus10047","KCoeus10023","PERSON","FAX","321-321-1281",NULL,"US","N","Y","D9EDD8E9CC3AC478E040DC0A1F8A3320",1
"KCoeus10048","KCoeus10024","PERSON","WRK","321-321-1221",NULL,"US","Y","Y","D9EDD8E9CC3BC478E040DC0A1F8A3320",1
"KCoeus10049","KCoeus10024","PERSON","FAX","321-321-1282",NULL,"US","N","Y","D9EDD8E9CC3CC478E040DC0A1F8A3320",1
"KCoeus10050","KCoeus10025","PERSON","WRK","321-321-1222",NULL,"US","Y","Y","D9EDD8E9CC3DC478E040DC0A1F8A3320",1
"KCoeus10051","KCoeus10025","PERSON","FAX","321-321-1283",NULL,"US","N","Y","D9EDD8E9CC3EC478E040DC0A1F8A3320",1
"KCoeus10052","KCoeus10026","PERSON","WRK","321-321-1223",NULL,"US","Y","Y","D9EDD8E9CC3FC478E040DC0A1F8A3320",1
"KCoeus10053","KCoeus10026","PERSON","FAX","321-321-1284",NULL,"US","N","Y","D9EDD8E9CC40C478E040DC0A1F8A3320",1
"KCoeus10054","KCoeus10027","PERSON","WRK","321-321-1224",NULL,"US","Y","Y","D9EDD8E9CC41C478E040DC0A1F8A3320",1
"KCoeus10055","KCoeus10027","PERSON","FAX","321-321-1285",NULL,"US","N","Y","D9EDD8E9CC42C478E040DC0A1F8A3320",1
"KCoeus10056","KCoeus10028","PERSON","WRK","321-321-1225",NULL,"US","Y","Y","D9EDD8E9CC43C478E040DC0A1F8A3320",1
"KCoeus10057","KCoeus10028","PERSON","FAX","321-321-1286",NULL,"US","N","Y","D9EDD8E9CC44C478E040DC0A1F8A3320",1
"KCoeus10058","KCoeus10029","PERSON","WRK","321-321-1226",NULL,"US","Y","Y","D9EDD8E9CC45C478E040DC0A1F8A3320",1
"KCoeus10059","KCoeus10029","PERSON","FAX","321-321-1287",NULL,"US","N","Y","D9EDD8E9CC46C478E040DC0A1F8A3320",1
"KCoeus10060","KCoeus10030","PERSON","WRK","321-321-1227",NULL,"US","Y","Y","D9EDD8E9CC47C478E040DC0A1F8A3320",1
"KCoeus10061","KCoeus10030","PERSON","FAX","321-321-1288",NULL,"US","N","Y","D9EDD8E9CC48C478E040DC0A1F8A3320",1
"KCoeus10062","KCoeus10031","PERSON","WRK","321-321-1228",NULL,"US","Y","Y","D9EDD8E9CC49C478E040DC0A1F8A3320",1
"KCoeus10063","KCoeus10031","PERSON","FAX","321-321-1289",NULL,"US","N","Y","D9EDD8E9CC4AC478E040DC0A1F8A3320",1
"KCoeus10064","KCoeus10032","PERSON","WRK","321-321-1229",NULL,"US","Y","Y","D9EDD8E9CC4BC478E040DC0A1F8A3320",1
"KCoeus10065","KCoeus10032","PERSON","FAX","321-321-1290",NULL,"US","N","Y","D9EDD8E9CC4CC478E040DC0A1F8A3320",1
"KCoeus10066","KCoeus10033","PERSON","WRK","321-321-1230",NULL,"US","Y","Y","D9EDD8E9CC4DC478E040DC0A1F8A3320",1
"KCoeus10067","KCoeus10033","PERSON","FAX","321-321-1291",NULL,"US","N","Y","D9EDD8E9CC4EC478E040DC0A1F8A3320",1
"KCoeus10068","KCoeus10034","PERSON","WRK","321-321-1231",NULL,"US","Y","Y","D9EDD8E9CC4FC478E040DC0A1F8A3320",1
"KCoeus10069","KCoeus10034","PERSON","FAX","321-321-1292",NULL,"US","N","Y","D9EDD8E9CC50C478E040DC0A1F8A3320",1
"KCoeus10070","KCoeus10035","PERSON","WRK","321-321-1232",NULL,"US","Y","Y","D9EDD8E9CC51C478E040DC0A1F8A3320",1
"KCoeus10071","KCoeus10035","PERSON","FAX","321-321-1293",NULL,"US","N","Y","D9EDD8E9CC52C478E040DC0A1F8A3320",1
"KCoeus10072","KCoeus10036","PERSON","WRK","321-321-1233",NULL,"US","Y","Y","D9EDD8E9CC53C478E040DC0A1F8A3320",1
"KCoeus10073","KCoeus10036","PERSON","FAX","321-321-1294",NULL,"US","N","Y","D9EDD8E9CC54C478E040DC0A1F8A3320",1
"KCoeus10074","KCoeus10037","PERSON","WRK","321-321-1234",NULL,"US","Y","Y","D9EDD8E9CC55C478E040DC0A1F8A3320",1
"KCoeus10075","KCoeus10037","PERSON","FAX","321-321-1295",NULL,"US","N","Y","D9EDD8E9CC56C478E040DC0A1F8A3320",1
"KCoeus10076","KCoeus10038","PERSON","WRK","321-321-1235",NULL,"US","Y","Y","D9EDD8E9CC57C478E040DC0A1F8A3320",1
"KCoeus10077","KCoeus10038","PERSON","FAX","321-321-1296",NULL,"US","N","Y","D9EDD8E9CC58C478E040DC0A1F8A3320",1
"KCoeus10078","KCoeus10039","PERSON","WRK","321-321-1236",NULL,"US","Y","Y","D9EDD8E9CC59C478E040DC0A1F8A3320",1
"KCoeus10079","KCoeus10039","PERSON","FAX","321-321-1297",NULL,"US","N","Y","D9EDD8E9CC5AC478E040DC0A1F8A3320",1
"KCoeus10080","KCoeus10040","PERSON","WRK","321-321-1237",NULL,"US","Y","Y","D9EDD8E9CC5BC478E040DC0A1F8A3320",1
"KCoeus10081","KCoeus10040","PERSON","FAX","321-321-1298",NULL,"US","N","Y","D9EDD8E9CC5CC478E040DC0A1F8A3320",1
"KCoeus10082","KCoeus10041","PERSON","WRK","321-321-1238",NULL,"US","Y","Y","D9EDD8E9CC5DC478E040DC0A1F8A3320",1
"KCoeus10083","KCoeus10041","PERSON","FAX","321-321-1299",NULL,"US","N","Y","D9EDD8E9CC5EC478E040DC0A1F8A3320",1
"KCoeus10084","KCoeus10042","PERSON","WRK","321-321-1239",NULL,"US","Y","Y","D9EDD8E9CC5FC478E040DC0A1F8A3320",1
"KCoeus10085","KCoeus10042","PERSON","FAX","321-321-1300",NULL,"US","N","Y","D9EDD8E9CC60C478E040DC0A1F8A3320",1
"KCoeus10086","KCoeus10043","PERSON","WRK","321-321-1240",NULL,"US","Y","Y","D9EDD8E9CC61C478E040DC0A1F8A3320",1
"KCoeus10087","KCoeus10043","PERSON","FAX","321-321-1301",NULL,"US","N","Y","D9EDD8E9CC62C478E040DC0A1F8A3320",1
"KCoeus10088","KCoeus10044","PERSON","WRK","321-321-1241",NULL,"US","Y","Y","D9EDD8E9CC63C478E040DC0A1F8A3320",1
"KCoeus10089","KCoeus10044","PERSON","FAX","321-321-1302",NULL,"US","N","Y","D9EDD8E9CC64C478E040DC0A1F8A3320",1
"KCoeus10090","KCoeus10045","PERSON","WRK","321-321-1242",NULL,"US","Y","Y","D9EDD8E9CC65C478E040DC0A1F8A3320",1
"KCoeus10091","KCoeus10045","PERSON","FAX","321-321-1303",NULL,"US","N","Y","D9EDD8E9CC66C478E040DC0A1F8A3320",1
"KCoeus10092","KCoeus10046","PERSON","WRK","321-321-1243",NULL,"US","Y","Y","D9EDD8E9CC67C478E040DC0A1F8A3320",1
"KCoeus10093","KCoeus10046","PERSON","FAX","321-321-1304",NULL,"US","N","Y","D9EDD8E9CC68C478E040DC0A1F8A3320",1
"KCoeus10094","KCoeus10047","PERSON","WRK","321-321-1244",NULL,"US","Y","Y","D9EDD8E9CC69C478E040DC0A1F8A3320",1
"KCoeus10095","KCoeus10047","PERSON","FAX","321-321-1305",NULL,"US","N","Y","D9EDD8E9CC6AC478E040DC0A1F8A3320",1
"KCoeus10096","KCoeus10048","PERSON","WRK","321-321-1245",NULL,"US","Y","Y","D9EDD8E9CC6BC478E040DC0A1F8A3320",1
"KCoeus10097","KCoeus10048","PERSON","FAX","321-321-1306",NULL,"US","N","Y","D9EDD8E9CC6CC478E040DC0A1F8A3320",1
"KCoeus10098","KCoeus10049","PERSON","WRK","321-321-1246",NULL,"US","Y","Y","D9EDD8E9CC6DC478E040DC0A1F8A3320",1
"KCoeus10099","KCoeus10049","PERSON","FAX","321-321-1307",NULL,"US","N","Y","D9EDD8E9CC6EC478E040DC0A1F8A3320",1
"KCoeus10100","KCoeus10050","PERSON","WRK","321-321-1247",NULL,"US","Y","Y","D9EDD8E9CC6FC478E040DC0A1F8A3320",1
"KCoeus10101","KCoeus10050","PERSON","FAX","321-321-1308",NULL,"US","N","Y","D9EDD8E9CC70C478E040DC0A1F8A3320",1
"KCoeus10102","KCoeus10051","PERSON","WRK","321-321-1248",NULL,"US","Y","Y","D9EDD8E9CC71C478E040DC0A1F8A3320",1
"KCoeus10103","KCoeus10051","PERSON","FAX","321-321-1309",NULL,"US","N","Y","D9EDD8E9CC72C478E040DC0A1F8A3320",1
"KCoeus10104","KCoeus10052","PERSON","WRK","321-321-1249",NULL,"US","Y","Y","D9EDD8E9CC73C478E040DC0A1F8A3320",1
"KCoeus10105","KCoeus10052","PERSON","FAX","321-321-1310",NULL,"US","N","Y","D9EDD8E9CC74C478E040DC0A1F8A3320",1
"KCoeus10106","KCoeus10053","PERSON","WRK","321-321-1250",NULL,"US","Y","Y","D9EDD8E9CC75C478E040DC0A1F8A3320",1
"KCoeus10107","KCoeus10053","PERSON","FAX","321-321-1311",NULL,"US","N","Y","D9EDD8E9CC76C478E040DC0A1F8A3320",1
"KCoeus10108","KCoeus10054","PERSON","WRK","321-321-1251",NULL,"US","Y","Y","D9EDD8E9CC77C478E040DC0A1F8A3320",1
"KCoeus10109","KCoeus10054","PERSON","FAX","321-321-1312",NULL,"US","N","Y","D9EDD8E9CC78C478E040DC0A1F8A3320",1
"KCoeus10110","KCoeus10055","PERSON","WRK","321-321-1252",NULL,"US","Y","Y","D9EDD8E9CC79C478E040DC0A1F8A3320",1
"KCoeus10111","KCoeus10055","PERSON","FAX","321-321-1313",NULL,"US","N","Y","D9EDD8E9CC7AC478E040DC0A1F8A3320",1
"KCoeus10112","KCoeus10056","PERSON","WRK","321-321-1253",NULL,"US","Y","Y","D9EDD8E9CC7BC478E040DC0A1F8A3320",1
"KCoeus10113","KCoeus10056","PERSON","FAX","321-321-1314",NULL,"US","N","Y","D9EDD8E9CC7CC478E040DC0A1F8A3320",1
"KCoeus10114","KCoeus10057","PERSON","WRK","321-321-1254",NULL,"US","Y","Y","D9EDD8E9CC7DC478E040DC0A1F8A3320",1
"KCoeus10115","KCoeus10057","PERSON","FAX","321-321-1315",NULL,"US","N","Y","D9EDD8E9CC7EC478E040DC0A1F8A3320",1
"KCoeus10116","KCoeus10058","PERSON","WRK","321-321-1255",NULL,"US","Y","Y","D9EDD8E9CC7FC478E040DC0A1F8A3320",1
"KCoeus10117","KCoeus10058","PERSON","FAX","321-321-1316",NULL,"US","N","Y","D9EDD8E9CC80C478E040DC0A1F8A3320",1
"KCoeus10118","KCoeus10059","PERSON","WRK","321-321-1063",NULL,NULL,"Y","Y","D9EDD8E9CC81C478E040DC0A1F8A3320",1
"KCoeus10119","KCoeus10059","PERSON","FAX","321-321-2063",NULL,NULL,"N","Y","D9EDD8E9CC82C478E040DC0A1F8A3320",1
"KCoeus10120","KCoeus10060","PERSON","WRK","321-321-1064",NULL,NULL,"Y","Y","D9EDD8E9CC83C478E040DC0A1F8A3320",1
"KCoeus10121","KCoeus10060","PERSON","FAX","321-321-2064",NULL,NULL,"N","Y","D9EDD8E9CC84C478E040DC0A1F8A3320",1
"KCoeus10122","KCoeus10061","PERSON","WRK","321-321-1065",NULL,NULL,"Y","Y","D9EDD8E9CC85C478E040DC0A1F8A3320",1
"KCoeus10123","KCoeus10061","PERSON","FAX","321-321-2065",NULL,NULL,"N","Y","D9EDD8E9CC86C478E040DC0A1F8A3320",1
"KCoeus10124","KCoeus10062","PERSON","WRK","321-321-1062",NULL,NULL,"Y","Y","D9EDD8E9CC87C478E040DC0A1F8A3320",1
"KCoeus10125","KCoeus10062","PERSON","FAX","321-321-2062",NULL,NULL,"N","Y","D9EDD8E9CC88C478E040DC0A1F8A3320",1
"KCoeus10126","KCoeus10063","PERSON","WRK","321-321-1066",NULL,NULL,"Y","Y","D9EDD8E9CC89C478E040DC0A1F8A3320",1
"KCoeus10127","KCoeus10063","PERSON","FAX","321-321-2066",NULL,NULL,"N","Y","D9EDD8E9CC8AC478E040DC0A1F8A3320",1
"KCoeus10128","KCoeus10064","PERSON","WRK","321-321-1067",NULL,NULL,"Y","Y","D9EDD8E9CC8BC478E040DC0A1F8A3320",1
"KCoeus10129","KCoeus10064","PERSON","FAX","321-321-2067",NULL,NULL,"N","Y","D9EDD8E9CC8CC478E040DC0A1F8A3320",1
"KCoeus10130","KCoeus10065","PERSON","WRK","321-321-1071",NULL,NULL,"Y","Y","D9EDD8E9CC8DC478E040DC0A1F8A3320",1
"KCoeus10131","KCoeus10065","PERSON","FAX","321-321-2071",NULL,NULL,"N","Y","D9EDD8E9CC8EC478E040DC0A1F8A3320",1
"KCoeus10132","KCoeus10066","PERSON","WRK","321-321-1072",NULL,NULL,"Y","Y","D9EDD8E9CC8FC478E040DC0A1F8A3320",1
"KCoeus10133","KCoeus10066","PERSON","FAX","321-321-2072",NULL,NULL,"N","Y","D9EDD8E9CC90C478E040DC0A1F8A3320",1
"KCoeus10134","KCoeus10067","PERSON","WRK","321-321-1073",NULL,NULL,"Y","Y","D9EDD8E9CC91C478E040DC0A1F8A3320",1
"KCoeus10135","KCoeus10067","PERSON","FAX","321-321-2073",NULL,NULL,"N","Y","D9EDD8E9CC92C478E040DC0A1F8A3320",1
"KCoeus10136","KCoeus10068","PERSON","WRK","321-321-1073",NULL,NULL,"Y","Y","D9EDD8E9CC93C478E040DC0A1F8A3320",1
"KCoeus10137","KCoeus10068","PERSON","FAX","321-321-2073",NULL,NULL,"N","Y","D9EDD8E9CC94C478E040DC0A1F8A3320",1
"KCoeus10138","KCoeus10069","PERSON","WRK","321-321-1073",NULL,NULL,"Y","Y","D9EDD8E9CC95C478E040DC0A1F8A3320",1
"KCoeus10139","KCoeus10069","PERSON","FAX","321-321-2073",NULL,NULL,"N","Y","D9EDD8E9CC96C478E040DC0A1F8A3320",1
"KCoeus10140","KCoeus10070","PERSON","WRK","321-321-1074",NULL,NULL,"Y","Y","D9EDD8E9CC97C478E040DC0A1F8A3320",1
"KCoeus10141","KCoeus10070","PERSON","FAX","321-321-2074",NULL,NULL,"N","Y","D9EDD8E9CC98C478E040DC0A1F8A3320",1
"KCoeus10142","KCoeus10071","PERSON","WRK","321-321-1073",NULL,NULL,"Y","Y","D9EDD8E9CC99C478E040DC0A1F8A3320",1
"KCoeus10143","KCoeus10071","PERSON","FAX","321-321-2073",NULL,NULL,"N","Y","D9EDD8E9CC9AC478E040DC0A1F8A3320",1
"KCoeus10144","KCoeus10072","PERSON","WRK","321-321-1075",NULL,NULL,"Y","Y","D9EDD8E9CC9BC478E040DC0A1F8A3320",1
"KCoeus10145","KCoeus10072","PERSON","FAX","321-321-2075",NULL,NULL,"N","Y","D9EDD8E9CC9CC478E040DC0A1F8A3320",1
"KCoeus10146","KCoeus10073","PERSON","WRK","321-321-1076",NULL,NULL,"Y","Y","D9EDD8E9CC9DC478E040DC0A1F8A3320",1
"KCoeus10147","KCoeus10073","PERSON","FAX","321-321-2076",NULL,NULL,"N","Y","D9EDD8E9CC9EC478E040DC0A1F8A3320",1
"KCoeus10148","KCoeus10074","PERSON","WRK","321-321-1076",NULL,NULL,"Y","Y","D9EDD8E9CC9FC478E040DC0A1F8A3320",1
"KCoeus10149","KCoeus10074","PERSON","FAX","321-321-2076",NULL,NULL,"N","Y","D9EDD8E9CCA0C478E040DC0A1F8A3320",1
"KCoeus10150","KCoeus10075","PERSON","WRK","321-321-1077",NULL,NULL,"Y","Y","D9EDD8E9CCA1C478E040DC0A1F8A3320",1
"KCoeus10151","KCoeus10075","PERSON","FAX","321-321-2077",NULL,NULL,"N","Y","D9EDD8E9CCA2C478E040DC0A1F8A3320",1
"KCoeus10152","KCoeus10076","PERSON","WRK","321-321-1182",NULL,NULL,"Y","Y","D9EDD8E9CCA3C478E040DC0A1F8A3320",1
"KCoeus10153","KCoeus10076","PERSON","FAX","321-321-1183",NULL,NULL,"N","Y","D9EDD8E9CCA4C478E040DC0A1F8A3320",1
"KCoeus10154","KCoeus10077","PERSON","WRK","321-321-1184",NULL,NULL,"Y","Y","D9EDD8E9CCA5C478E040DC0A1F8A3320",1
"KCoeus10155","KCoeus10077","PERSON","FAX","321-321-1185",NULL,NULL,"N","Y","D9EDD8E9CCA6C478E040DC0A1F8A3320",1
"KCoeus10156","KCoeus10078","PERSON","WRK","321-321-1186",NULL,NULL,"Y","Y","D9EDD8E9CCA7C478E040DC0A1F8A3320",1
"KCoeus10157","KCoeus10078","PERSON","FAX","321-321-1187",NULL,NULL,"N","Y","D9EDD8E9CCA8C478E040DC0A1F8A3320",1
"KCoeus10158","KCoeus10079","PERSON","WRK","321-321-1188",NULL,NULL,"Y","Y","D9EDD8E9CCA9C478E040DC0A1F8A3320",1
"KCoeus10159","KCoeus10079","PERSON","FAX","321-321-1189",NULL,NULL,"N","Y","D9EDD8E9CCAAC478E040DC0A1F8A3320",1
"KCoeus10160","KCoeus10080","PERSON","WRK","321-321-1190",NULL,NULL,"Y","Y","D9EDD8E9CCABC478E040DC0A1F8A3320",1
"KCoeus10161","KCoeus10080","PERSON","FAX","321-321-1191",NULL,NULL,"N","Y","D9EDD8E9CCACC478E040DC0A1F8A3320",1
"KCoeus10162","KCoeus10081","PERSON","WRK","321-321-1192",NULL,NULL,"Y","Y","D9EDD8E9CCADC478E040DC0A1F8A3320",1
"KCoeus10163","KCoeus10081","PERSON","FAX","321-321-1193",NULL,NULL,"N","Y","D9EDD8E9CCAEC478E040DC0A1F8A3320",1
"KCoeus10164","KCoeus10082","PERSON","WRK","321-321-1194",NULL,NULL,"Y","Y","D9EDD8E9CCAFC478E040DC0A1F8A3320",1
"KCoeus10165","KCoeus10082","PERSON","FAX","321-321-1195",NULL,NULL,"N","Y","D9EDD8E9CCB0C478E040DC0A1F8A3320",1
"KCoeus10166","KCoeus10083","PERSON","WRK","321-321-1075",NULL,NULL,"Y","Y","D9EDD8E9CE57C478E040DC0A1F8A3320",1
"KCoeus10167","KCoeus10083","PERSON","FAX","321-321-2075",NULL,NULL,"N","Y","D9EDD8E9CE58C478E040DC0A1F8A3320",1
"KCoeus10168","KCoeus10084","PERSON","WRK","321-321-1075",NULL,NULL,"Y","Y","D9EDD8E9CE6BC478E040DC0A1F8A3320",1
"KCoeus10169","KCoeus10084","PERSON","FAX","321-321-2075",NULL,NULL,"N","Y","D9EDD8E9CE6CC478E040DC0A1F8A3320",1
"KCoeus10170","KCoeus10085","PERSON","WRK","321-321-2282",NULL,NULL,"Y","Y","D9EDD8E9CE81C478E040DC0A1F8A3320",1
"KCoeus10171","KCoeus10085","PERSON","FAX","321-321-2283",NULL,NULL,"N","Y","D9EDD8E9CE82C478E040DC0A1F8A3320",1
"KCoeus10172","KCoeus10086","PERSON","WRK","321-321-2284",NULL,NULL,"Y","Y","D9EDD8E9CE8DC478E040DC0A1F8A3320",1
"KCoeus10173","KCoeus10086","PERSON","FAX","321-321-2285",NULL,NULL,"N","Y","D9EDD8E9CE8EC478E040DC0A1F8A3320",1
"KCoeus10174","KCoeus10087","PERSON","WRK","321-321-2286",NULL,NULL,"Y","Y","D9EDD8E9CE96C478E040DC0A1F8A3320",1
"KCoeus10175","KCoeus10087","PERSON","FAX","321-321-2287",NULL,NULL,"N","Y","D9EDD8E9CE97C478E040DC0A1F8A3320",1
