"PRNCPL_ID","PRNCPL_NM","ENTITY_ID","PRNCPL_PSWD","ACTV_IND","OBJ_ID","VER_NBR"
"10000000032","kcflaherty","KC10031","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120041B41E040DC0A1F8A7174","1"
"10000000033","kcmukoss","KC10032","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120051B41E040DC0A1F8A7174","1"
"10000000034","kcmceacher","KC10033","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120061B41E040DC0A1F8A7174","1"
"10000000035","kcwacuna","KC10034","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120071B41E040DC0A1F8A7174","1"
"10000000036","kcschulte","KC10035","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120081B41E040DC0A1F8A7174","1"
"10000000037","kcodevries","KC10036","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120091B41E040DC0A1F8A7174","1"
"10000000038","kcdxdevane","KC10037","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031200A1B41E040DC0A1F8A7174","1"
"10000000039","kcpsmock","KC10038","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031200B1B41E040DC0A1F8A7174","1"
"10000000040","kclvclinks","KC10039","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031200C1B41E040DC0A1F8A7174","1"
"10000000041","kcbrunelle","KC10040","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031200D1B41E040DC0A1F8A7174","1"
"10000000042","kccbernal","KC10041","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031200E1B41E040DC0A1F8A7174","1"
"10000000043","kcborst","KC10042","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031200F1B41E040DC0A1F8A7174","1"
"10000000044","kcwsoileau","KC10043","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120101B41E040DC0A1F8A7174","1"
"10000000045","kcburd","KC10044","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120111B41E040DC0A1F8A7174","1"
"10000000046","kcengel","KC10045","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120121B41E040DC0A1F8A7174","1"
"10000000047","kcheadley","KC10046","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120131B41E040DC0A1F8A7174","1"
"10000000048","kcrpgailey","KC10047","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120141B41E040DC0A1F8A7174","1"
"10000000049","kcshields","KC10048","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120151B41E040DC0A1F8A7174","1"
"10000000050","kcelgin","KC10049","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120161B41E040DC0A1F8A7174","1"
"10000000051","kcboman","KC10050","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120171B41E040DC0A1F8A7174","1"
"10000000052","kcduggins","KC10051","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120181B41E040DC0A1F8A7174","1"
"10000000053","kckhowens","KC10052","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120191B41E040DC0A1F8A7174","1"
"10000000054","kcndarr","KC10053","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031201A1B41E040DC0A1F8A7174","1"
"10000000055","kccary","KC10054","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031201B1B41E040DC0A1F8A7174","1"
"10000000056","kcclmcbee","KC10055","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031201C1B41E040DC0A1F8A7174","1"
"10000000057","kcralston","KC10056","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031201D1B41E040DC0A1F8A7174","1"
"10000000058","kcmwmartin","KC10057","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031201E1B41E040DC0A1F8A7174","1"
"10000000059","kcrrabbit","KC10058","","Y","AAB85031201F1B41E040DC0A1F8A7174","1"
"10000000061","kcawdviewer","KC10059","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120201B41E040DC0A1F8A7174","1"
"10000000062","kcawddocviewer","KC10060","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120211B41E040DC0A1F8A7174","1"
"10000000063","kcawdbudviewer","KC10061","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120221B41E040DC0A1F8A7174","1"
"10000000064","kcipviewer","KC10062","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120231B41E040DC0A1F8A7174","1"
"10000000081","kcaslusar","KC10063","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120241B41E040DC0A1F8A7174","1"
"10000000082","kctdurkin","KC10064","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120251B41E040DC0A1F8A7174","1"
"10000000101","kcappadmin","KC10065","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120261B41E040DC0A1F8A7174","1"
"10000000102","kcawdbudapprover","KC10066","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120271B41E040DC0A1F8A7174","1"
"10000000103","kcawdmodifier","KC10067","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120281B41E040DC0A1F8A7174","1"
"10000000104","kcawdbudadmin","KC10068","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120291B41E040DC0A1F8A7174","1"
"10000000105","kcospadmin","KC10069","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031202A1B41E040DC0A1F8A7174","1"
"10000000106","kcawdbudaggregator","KC10070","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031202B1B41E040DC0A1F8A7174","1"
"10000000107","kcawdbudmaintainer","KC10071","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031202C1B41E040DC0A1F8A7174","1"
"10000000108","kcawddocmaintainer","KC10072","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031202D1B41E040DC0A1F8A7174","1"
"10000000109","kcawdbudmodifier","KC10073","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031202E1B41E040DC0A1F8A7174","1"
"10000000110","kcdeptawdviewer","KC10074","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB85031202F1B41E040DC0A1F8A7174","1"
"10000000111","kctempviewer","KC10075","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120301B41E040DC0A1F8A7174","1"
"10000000112","kcirbadmin","KC10076","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120311B41E040DC0A1F8A7174","1"
"10000000113","kcirbadmin-card","KC10077","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120321B41E040DC0A1F8A7174","1"
"10000000114","kcirbaggregator","KC10078","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120331B41E040DC0A1F8A7174","1"
"10000000115","kcirbcreate","KC10079","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120341B41E040DC0A1F8A7174","1"
"10000000116","kcirbresearcher","KC10080","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120351B41E040DC0A1F8A7174","1"
"10000000117","kcirbreviewer","KC10081","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120361B41E040DC0A1F8A7174","1"
"10000000118","kcirbviewer","KC10082","fK69ATFsAydwQuteang+xMva+Tc=","Y","AAB8503120371B41E040DC0A1F8A7174","1"
"KC2","kc","KC1132","","Y","AA3F2F5F1BEC0D45E040DC0A1F8A0205","1"
