"ENTITY_EMAIL_ID","ENTITY_ID","ENT_TYP_CD","EMAIL_TYP_CD","EMAIL_ADDR","DFLT_IND","ACTV_IND","OBJ_ID","VER_NBR"
"10027","10027","PERSON","WRK","cphovis@kuali.org","Y","Y","AA51CAC0E9CF7EC0E040DC0A1F8A40D0","1"
"10028","10028","PERSON","WRK","rnmcinty@kuali.org","Y","Y","AA51CAC0E9D07EC0E040DC0A1F8A40D0","1"
"10029","10029","PERSON","WRK","eagle@kuali.org","Y","Y","AA51CAC0E9D17EC0E040DC0A1F8A40D0","1"
"10030","10030","PERSON","WRK","mjpond@kuali.org","Y","Y","AA51CAC0E9D27EC0E040DC0A1F8A40D0","1"
"10031","10031","PERSON","WRK","flaherty@kuali.org","Y","Y","AA51CAC0E9D37EC0E040DC0A1F8A40D0","1"
"10032","10032","PERSON","WRK","mukoss@kuali.org","Y","Y","AA51CAC0E9D47EC0E040DC0A1F8A40D0","1"
"10033","10033","PERSON","WRK","mceacher@kuali.org","Y","Y","AA51CAC0E9D57EC0E040DC0A1F8A40D0","1"
"10034","10034","PERSON","WRK","wacuna@kuali.org","Y","Y","AA51CAC0E9D67EC0E040DC0A1F8A40D0","1"
"10035","10035","PERSON","WRK","schulte@kuali.org","Y","Y","AA51CAC0E9D77EC0E040DC0A1F8A40D0","1"
"10036","10036","PERSON","WRK","odevries@kuali.org","Y","Y","AA51CAC0E9D87EC0E040DC0A1F8A40D0","1"
"10037","10037","PERSON","WRK","dxdevane@kuali.org","Y","Y","AA51CAC0E9D97EC0E040DC0A1F8A40D0","1"
"10038","10038","PERSON","WRK","psmock@kuali.org","Y","Y","AA51CAC0E9DA7EC0E040DC0A1F8A40D0","1"
"10039","10039","PERSON","WRK","lvclinks@kuali.org","Y","Y","AA51CAC0E9DB7EC0E040DC0A1F8A40D0","1"
"10040","10040","PERSON","WRK","brunelle@kuali.org","Y","Y","AA51CAC0E9DC7EC0E040DC0A1F8A40D0","1"
"10041","10041","PERSON","WRK","cbernal@kuali.org","Y","Y","AA51CAC0E9DD7EC0E040DC0A1F8A40D0","1"
"10042","10042","PERSON","WRK","borst@kuali.org","Y","Y","AA51CAC0E9DE7EC0E040DC0A1F8A40D0","1"
"10043","10043","PERSON","WRK","wsoileau@kuali.org","Y","Y","AA51CAC0E9DF7EC0E040DC0A1F8A40D0","1"
"10044","10044","PERSON","WRK","burd@kuali.org","Y","Y","AA51CAC0E9E07EC0E040DC0A1F8A40D0","1"
"10045","10045","PERSON","WRK","engel@kuali.org","Y","Y","AA51CAC0E9E17EC0E040DC0A1F8A40D0","1"
"10046","10046","PERSON","WRK","headley@kuali.org","Y","Y","AA51CAC0E9E27EC0E040DC0A1F8A40D0","1"
"10047","10047","PERSON","WRK","rpgailey@kuali.org","Y","Y","AA51CAC0E9E37EC0E040DC0A1F8A40D0","1"
"10048","10048","PERSON","WRK","shields@kuali.org","Y","Y","AA51CAC0E9E47EC0E040DC0A1F8A40D0","1"
"10049","10049","PERSON","WRK","elgin@kuali.org","Y","Y","AA51CAC0E9E57EC0E040DC0A1F8A40D0","1"
"10050","10050","PERSON","WRK","boman@kuali.org","Y","Y","AA51CAC0E9E67EC0E040DC0A1F8A40D0","1"
"10051","10051","PERSON","WRK","duggins@kuali.org","Y","Y","AA51CAC0E9E77EC0E040DC0A1F8A40D0","1"
"10052","10052","PERSON","WRK","khowens@kuali.org","Y","Y","AA51CAC0E9E87EC0E040DC0A1F8A40D0","1"
"10053","10053","PERSON","WRK","ndarr@kuali.org","Y","Y","AA51CAC0E9E97EC0E040DC0A1F8A40D0","1"
"10054","10054","PERSON","WRK","cary@kuali.org","Y","Y","AA51CAC0E9EA7EC0E040DC0A1F8A40D0","1"
"10055","10055","PERSON","WRK","clmcbee@kuali.org","Y","Y","AA51CAC0E9EB7EC0E040DC0A1F8A40D0","1"
"10056","10056","PERSON","WRK","ralston@kuali.org","Y","Y","AA51CAC0E9EC7EC0E040DC0A1F8A40D0","1"
"10057","10057","PERSON","WRK","mwmartin@kuali.org","Y","Y","AA51CAC0E9ED7EC0E040DC0A1F8A40D0","1"
"10058","10058","PERSON","WRK","rrabbit@kuali.org","Y","Y","AA51CAC0E9EE7EC0E040DC0A1F8A40D0","1"
"10059","10059","PERSON","WRK","awdviewer@kuali.org","Y","Y","AA51CAC0E9EF7EC0E040DC0A1F8A40D0","1"
"10060","10060","PERSON","WRK","awddocviewer@kuali.org","Y","Y","AA51CAC0E9F07EC0E040DC0A1F8A40D0","1"
"10061","10061","PERSON","WRK","awdbudviewer@kuali.org","Y","Y","AA51CAC0E9F17EC0E040DC0A1F8A40D0","1"
"10062","10062","PERSON","WRK","ipviewer@kuali.org","Y","Y","AA51CAC0E9F27EC0E040DC0A1F8A40D0","1"
"10063","10063","PERSON","WRK","aslusar@kuali.org","Y","Y","AA51CAC0E9F37EC0E040DC0A1F8A40D0","1"
"10064","10064","PERSON","WRK","tdurkin@kuali.org","Y","Y","AA51CAC0E9F47EC0E040DC0A1F8A40D0","1"
"10065","10065","PERSON","WRK","appadmin@kuali.org","Y","Y","AA51CAC0E9F57EC0E040DC0A1F8A40D0","1"
"10066","10066","PERSON","WRK","awdbudapprover@kuali.org","Y","Y","AA51CAC0E9F67EC0E040DC0A1F8A40D0","1"
"10067","10067","PERSON","WRK","awdmodifier@kuali.org","Y","Y","AA51CAC0E9F77EC0E040DC0A1F8A40D0","1"
"10068","10068","PERSON","WRK","awdbudadmin@kuali.org","Y","Y","AA51CAC0E9F87EC0E040DC0A1F8A40D0","1"
"10069","10069","PERSON","WRK","ospadmin@kuali.org","Y","Y","AA51CAC0E9F97EC0E040DC0A1F8A40D0","1"
"10070","10070","PERSON","WRK","awdbudaggregator@kuali.org","Y","Y","AA51CAC0E9FA7EC0E040DC0A1F8A40D0","1"
"10071","10071","PERSON","WRK","awdbudmaintainer@kuali.org","Y","Y","AA51CAC0E9FB7EC0E040DC0A1F8A40D0","1"
"10072","10072","PERSON","WRK","awddocmaintainer@kuali.org","Y","Y","AA51CAC0E9FC7EC0E040DC0A1F8A40D0","1"
"10073","10073","PERSON","WRK","awdbudmodifier@kuali.org","Y","Y","AA51CAC0E9FD7EC0E040DC0A1F8A40D0","1"
"10074","10074","PERSON","WRK","deptawdviewer@kuali.org","Y","Y","AA51CAC0E9FE7EC0E040DC0A1F8A40D0","1"
"10075","10075","PERSON","WRK","tempviewer@kuali.org","Y","Y","AA51CAC0E9FF7EC0E040DC0A1F8A40D0","1"
"10076","10076","PERSON","WRK","irbadmin@kuali.org","Y","Y","AA51CAC0EA007EC0E040DC0A1F8A40D0","1"
"10077","10077","PERSON","WRK","irbadmin-card@kuali.org","Y","Y","AA51CAC0EA017EC0E040DC0A1F8A40D0","1"
"10078","10078","PERSON","WRK","irbaggregator@kuali.org","Y","Y","AA51CAC0EA027EC0E040DC0A1F8A40D0","1"
"10079","10079","PERSON","WRK","irbcreate@kuali.org","Y","Y","AA51CAC0EA037EC0E040DC0A1F8A40D0","1"
"10080","10080","PERSON","WRK","irbresearcher@kuali.org","Y","Y","AA51CAC0EA047EC0E040DC0A1F8A40D0","1"
"10081","10081","PERSON","WRK","irbreviewer@kuali.org","Y","Y","AA51CAC0EA057EC0E040DC0A1F8A40D0","1"
