"ENTITY_PHONE_ID","ENTITY_ID","ENT_TYP_CD","PHONE_TYP_CD","PHONE_NBR","PHONE_EXTN_NBR","POSTAL_CNTRY_CD","DFLT_IND","ACTV_IND","OBJ_ID","VER_NBR"
"10104","10052","PERSON","WRK","321-321-1249","","US","Y","Y","AA51CAC0EAC27EC0E040DC0A1F8A40D0","1"
"10105","10052","PERSON","FAX","321-321-1310","","US","N","Y","AA51CAC0EAC37EC0E040DC0A1F8A40D0","1"
"10106","10053","PERSON","WRK","321-321-1250","","US","Y","Y","AA51CAC0EAC47EC0E040DC0A1F8A40D0","1"
"10107","10053","PERSON","FAX","321-321-1311","","US","N","Y","AA51CAC0EAC57EC0E040DC0A1F8A40D0","1"
"10108","10054","PERSON","WRK","321-321-1251","","US","Y","Y","AA51CAC0EAC67EC0E040DC0A1F8A40D0","1"
"10109","10054","PERSON","FAX","321-321-1312","","US","N","Y","AA51CAC0EAC77EC0E040DC0A1F8A40D0","1"
"10110","10055","PERSON","WRK","321-321-1252","","US","Y","Y","AA51CAC0EAC87EC0E040DC0A1F8A40D0","1"
"10111","10055","PERSON","FAX","321-321-1313","","US","N","Y","AA51CAC0EAC97EC0E040DC0A1F8A40D0","1"
"10112","10056","PERSON","WRK","321-321-1253","","US","Y","Y","AA51CAC0EACA7EC0E040DC0A1F8A40D0","1"
"10113","10056","PERSON","FAX","321-321-1314","","US","N","Y","AA51CAC0EACB7EC0E040DC0A1F8A40D0","1"
"10114","10057","PERSON","WRK","321-321-1254","","US","Y","Y","AA51CAC0EACC7EC0E040DC0A1F8A40D0","1"
"10115","10057","PERSON","FAX","321-321-1315","","US","N","Y","AA51CAC0EACD7EC0E040DC0A1F8A40D0","1"
"10116","10058","PERSON","WRK","321-321-1255","","US","Y","Y","AA51CAC0EACE7EC0E040DC0A1F8A40D0","1"
"10117","10058","PERSON","FAX","321-321-1316","","US","N","Y","AA51CAC0EACF7EC0E040DC0A1F8A40D0","1"
"10118","10059","PERSON","WRK","321-321-1063","","","Y","Y","AA51CAC0EAD07EC0E040DC0A1F8A40D0","1"
"10119","10059","PERSON","FAX","321-321-2063","","","N","Y","AA51CAC0EAD17EC0E040DC0A1F8A40D0","1"
"10120","10060","PERSON","WRK","321-321-1064","","","Y","Y","AA51CAC0EAD27EC0E040DC0A1F8A40D0","1"
"10121","10060","PERSON","FAX","321-321-2064","","","N","Y","AA51CAC0EAD37EC0E040DC0A1F8A40D0","1"
"10122","10061","PERSON","WRK","321-321-1065","","","Y","Y","AA51CAC0EAD47EC0E040DC0A1F8A40D0","1"
"10123","10061","PERSON","FAX","321-321-2065","","","N","Y","AA51CAC0EAD57EC0E040DC0A1F8A40D0","1"
"10124","10062","PERSON","WRK","321-321-1062","","","Y","Y","AA51CAC0EAD67EC0E040DC0A1F8A40D0","1"
"10125","10062","PERSON","FAX","321-321-2062","","","N","Y","AA51CAC0EAD77EC0E040DC0A1F8A40D0","1"
"10126","10063","PERSON","WRK","321-321-1066","","","Y","Y","AA51CAC0EAD87EC0E040DC0A1F8A40D0","1"
"10127","10063","PERSON","FAX","321-321-2066","","","N","Y","AA51CAC0EAD97EC0E040DC0A1F8A40D0","1"
"10128","10064","PERSON","WRK","321-321-1067","","","Y","Y","AA51CAC0EADA7EC0E040DC0A1F8A40D0","1"
"10129","10064","PERSON","FAX","321-321-2067","","","N","Y","AA51CAC0EADB7EC0E040DC0A1F8A40D0","1"
"10130","10065","PERSON","WRK","321-321-1071","","","Y","Y","AA51CAC0EADC7EC0E040DC0A1F8A40D0","1"
"10131","10065","PERSON","FAX","321-321-2071","","","N","Y","AA51CAC0EADD7EC0E040DC0A1F8A40D0","1"
"10132","10066","PERSON","WRK","321-321-1072","","","Y","Y","AA51CAC0EADE7EC0E040DC0A1F8A40D0","1"
"10133","10066","PERSON","FAX","321-321-2072","","","N","Y","AA51CAC0EADF7EC0E040DC0A1F8A40D0","1"
"10134","10067","PERSON","WRK","321-321-1073","","","Y","Y","AA51CAC0EAE07EC0E040DC0A1F8A40D0","1"
"10135","10067","PERSON","FAX","321-321-2073","","","N","Y","AA51CAC0EAE17EC0E040DC0A1F8A40D0","1"
"10136","10068","PERSON","WRK","321-321-1073","","","Y","Y","AA51CAC0EAE27EC0E040DC0A1F8A40D0","1"
"10137","10068","PERSON","FAX","321-321-2073","","","N","Y","AA51CAC0EAE37EC0E040DC0A1F8A40D0","1"
"10138","10069","PERSON","WRK","321-321-1073","","","Y","Y","AA51CAC0EAE47EC0E040DC0A1F8A40D0","1"
"10139","10069","PERSON","FAX","321-321-2073","","","N","Y","AA51CAC0EAE57EC0E040DC0A1F8A40D0","1"
"10140","10070","PERSON","WRK","321-321-1074","","","Y","Y","AA51CAC0EAE67EC0E040DC0A1F8A40D0","1"
"10141","10070","PERSON","FAX","321-321-2074","","","N","Y","AA51CAC0EAE77EC0E040DC0A1F8A40D0","1"
"10142","10071","PERSON","WRK","321-321-1073","","","Y","Y","AA51CAC0EAE87EC0E040DC0A1F8A40D0","1"
"10143","10071","PERSON","FAX","321-321-2073","","","N","Y","AA51CAC0EAE97EC0E040DC0A1F8A40D0","1"
"10144","10072","PERSON","WRK","321-321-1075","","","Y","Y","AA51CAC0EAEA7EC0E040DC0A1F8A40D0","1"
"10145","10072","PERSON","FAX","321-321-2075","","","N","Y","AA51CAC0EAEB7EC0E040DC0A1F8A40D0","1"
"10146","10073","PERSON","WRK","321-321-1076","","","Y","Y","AA51CAC0EAEC7EC0E040DC0A1F8A40D0","1"
"10147","10073","PERSON","FAX","321-321-2076","","","N","Y","AA51CAC0EAED7EC0E040DC0A1F8A40D0","1"
"10148","10074","PERSON","WRK","321-321-1076","","","Y","Y","AA51CAC0EAEE7EC0E040DC0A1F8A40D0","1"
"10149","10074","PERSON","FAX","321-321-2076","","","N","Y","AA51CAC0EAEF7EC0E040DC0A1F8A40D0","1"
"10150","10075","PERSON","WRK","321-321-1077","","","Y","Y","AA51CAC0EAF07EC0E040DC0A1F8A40D0","1"
"10151","10075","PERSON","FAX","321-321-2077","","","N","Y","AA51CAC0EAF17EC0E040DC0A1F8A40D0","1"
"10152","10076","PERSON","WRK","321-321-1182","","","Y","Y","AA51CAC0EAF27EC0E040DC0A1F8A40D0","1"
"10153","10076","PERSON","FAX","321-321-1183","","","N","Y","AA51CAC0EAF37EC0E040DC0A1F8A40D0","1"
"10154","10077","PERSON","WRK","321-321-1184","","","Y","Y","AA51CAC0EAF47EC0E040DC0A1F8A40D0","1"
"10155","10077","PERSON","FAX","321-321-1185","","","N","Y","AA51CAC0EAF57EC0E040DC0A1F8A40D0","1"
"10156","10078","PERSON","WRK","321-321-1186","","","Y","Y","AA51CAC0EAF67EC0E040DC0A1F8A40D0","1"
"10157","10078","PERSON","FAX","321-321-1187","","","N","Y","AA51CAC0EAF77EC0E040DC0A1F8A40D0","1"
"10158","10079","PERSON","WRK","321-321-1188","","","Y","Y","AA51CAC0EAF87EC0E040DC0A1F8A40D0","1"
"10159","10079","PERSON","FAX","321-321-1189","","","N","Y","AA51CAC0EAF97EC0E040DC0A1F8A40D0","1"
"10160","10080","PERSON","WRK","321-321-1190","","","Y","Y","AA51CAC0EAFA7EC0E040DC0A1F8A40D0","1"
"10161","10080","PERSON","FAX","321-321-1191","","","N","Y","AA51CAC0EAFB7EC0E040DC0A1F8A40D0","1"
"10162","10081","PERSON","WRK","321-321-1192","","","Y","Y","AA51CAC0EAFC7EC0E040DC0A1F8A40D0","1"
"10163","10081","PERSON","FAX","321-321-1193","","","N","Y","AA51CAC0EAFD7EC0E040DC0A1F8A40D0","1"
