"PRNCPL_ID","PRNCPL_NM","ENTITY_ID","PRNCPL_PSWD","ACTV_IND","OBJ_ID","VER_NBR"
"10000000014","kchweubank","KCoeus10013","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA7EC478E040DC0A1F8A3320",1
"10000000015","kclvbarger","KCoeus10014","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA7FC478E040DC0A1F8A3320",1
"10000000016","kcjckahler","KCoeus10015","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA80C478E040DC0A1F8A3320",1
"10000000017","kcbyler","KCoeus10016","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA81C478E040DC0A1F8A3320",1
"10000000018","kcaemcafee","KCoeus10017","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA82C478E040DC0A1F8A3320",1
"10000000019","kcwestfall","KCoeus10018","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA83C478E040DC0A1F8A3320",1
"10000000020","kcbbshankl","KCoeus10019","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA84C478E040DC0A1F8A3320",1
"10000000021","kcferland","KCoeus10020","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA85C478E040DC0A1F8A3320",1
"10000000022","kckhcrabtr","KCoeus10021","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA86C478E040DC0A1F8A3320",1
"10000000023","kcfelker","KCoeus10022","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA87C478E040DC0A1F8A3320",1
"10000000024","kcmartin","KCoeus10023","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA88C478E040DC0A1F8A3320",1
"10000000025","kcsterner","KCoeus10024","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA89C478E040DC0A1F8A3320",1
"10000000026","kcchbayles","KCoeus10025","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA8AC478E040DC0A1F8A3320",1
"10000000027","kctmkato","KCoeus10026","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA8BC478E040DC0A1F8A3320",1
"10000000028","kccphovis","KCoeus10027","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA8CC478E040DC0A1F8A3320",1
"10000000029","kcrnmcinty","KCoeus10028","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA8DC478E040DC0A1F8A3320",1
"10000000030","kceagle","KCoeus10029","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA8EC478E040DC0A1F8A3320",1
"10000000031","kcmjpond","KCoeus10030","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA8FC478E040DC0A1F8A3320",1
"10000000032","kcflaherty","KCoeus10031","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA90C478E040DC0A1F8A3320",1
"10000000033","kcmukoss","KCoeus10032","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA91C478E040DC0A1F8A3320",1
"10000000034","kcmceacher","KCoeus10033","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA92C478E040DC0A1F8A3320",1
"10000000035","kcwacuna","KCoeus10034","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA93C478E040DC0A1F8A3320",1
"10000000036","kcschulte","KCoeus10035","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA94C478E040DC0A1F8A3320",1
"10000000037","kcodevries","KCoeus10036","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA95C478E040DC0A1F8A3320",1
"10000000038","kcdxdevane","KCoeus10037","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA96C478E040DC0A1F8A3320",1
"10000000039","kcpsmock","KCoeus10038","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA97C478E040DC0A1F8A3320",1
"10000000040","kclvclinks","KCoeus10039","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA98C478E040DC0A1F8A3320",1
"10000000041","kcbrunelle","KCoeus10040","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA99C478E040DC0A1F8A3320",1
"10000000042","kccbernal","KCoeus10041","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA9AC478E040DC0A1F8A3320",1
"10000000043","kcborst","KCoeus10042","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA9BC478E040DC0A1F8A3320",1
"10000000044","kcwsoileau","KCoeus10043","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA9CC478E040DC0A1F8A3320",1
"10000000045","kcburd","KCoeus10044","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA9DC478E040DC0A1F8A3320",1
"10000000046","kcengel","KCoeus10045","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA9EC478E040DC0A1F8A3320",1
"10000000047","kcheadley","KCoeus10046","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CA9FC478E040DC0A1F8A3320",1
"10000000048","kcrpgailey","KCoeus10047","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA0C478E040DC0A1F8A3320",1
"10000000049","kcshields","KCoeus10048","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA1C478E040DC0A1F8A3320",1
"10000000050","kcelgin","KCoeus10049","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA2C478E040DC0A1F8A3320",1
"10000000051","kcboman","KCoeus10050","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA3C478E040DC0A1F8A3320",1
"10000000052","kcduggins","KCoeus10051","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA4C478E040DC0A1F8A3320",1
"10000000053","kckhowens","KCoeus10052","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA5C478E040DC0A1F8A3320",1
"10000000054","kcndarr","KCoeus10053","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA6C478E040DC0A1F8A3320",1
"10000000055","kccary","KCoeus10054","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA7C478E040DC0A1F8A3320",1
"10000000056","kcclmcbee","KCoeus10055","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA8C478E040DC0A1F8A3320",1
"10000000057","kcralston","KCoeus10056","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAA9C478E040DC0A1F8A3320",1
"10000000058","kcmwmartin","KCoeus10057","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAAAC478E040DC0A1F8A3320",1
"10000000059","kcrrabbit","KCoeus10058",NULL,"Y","D9EDD8E9CAABC478E040DC0A1F8A3320",1
"10000000061","kcawdviewer","KCoeus10059","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAACC478E040DC0A1F8A3320",1
"10000000062","kcawddocviewer","KCoeus10060","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAADC478E040DC0A1F8A3320",1
"10000000063","kcawdbudviewer","KCoeus10061","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAAEC478E040DC0A1F8A3320",1
"10000000064","kcipviewer","KCoeus10062","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAAFC478E040DC0A1F8A3320",1
"10000000081","kcaslusar","KCoeus10063","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB0C478E040DC0A1F8A3320",1
"10000000082","kctdurkin","KCoeus10064","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB1C478E040DC0A1F8A3320",1
"10000000101","kcappadmin","KCoeus10065","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB2C478E040DC0A1F8A3320",1
"10000000102","kcawdbudapprover","KCoeus10066","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB3C478E040DC0A1F8A3320",1
"10000000103","kcawdmodifier","KCoeus10067","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB4C478E040DC0A1F8A3320",1
"10000000104","kcawdbudadmin","KCoeus10068","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB5C478E040DC0A1F8A3320",1
"10000000105","kcospadmin","KCoeus10069","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB6C478E040DC0A1F8A3320",1
"10000000106","kcawdbudaggregator","KCoeus10070","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB7C478E040DC0A1F8A3320",1
"10000000107","kcawdbudmaintainer","KCoeus10071","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB8C478E040DC0A1F8A3320",1
"10000000108","kcawddocmaintainer","KCoeus10072","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAB9C478E040DC0A1F8A3320",1
"10000000109","kcawdbudmodifier","KCoeus10073","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CABAC478E040DC0A1F8A3320",1
"10000000110","kcdeptawdviewer","KCoeus10074","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CABBC478E040DC0A1F8A3320",1
"10000000111","kctempviewer","KCoeus10075","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CABCC478E040DC0A1F8A3320",1
"10000000112","kcirbadmin","KCoeus10076","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CABDC478E040DC0A1F8A3320",1
"10000000113","kcirbadmin-card","KCoeus10077","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CABEC478E040DC0A1F8A3320",1
"10000000114","kcirbaggregator","KCoeus10078","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CABFC478E040DC0A1F8A3320",1
"10000000115","kcirbcreate","KCoeus10079","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAC0C478E040DC0A1F8A3320",1
"10000000116","kcirbresearcher","KCoeus10080","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAC1C478E040DC0A1F8A3320",1
"10000000117","kcirbreviewer","KCoeus10081","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAC2C478E040DC0A1F8A3320",1
"10000000118","kcirbviewer","KCoeus10082","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CAC3C478E040DC0A1F8A3320",1
"10000000119","kcnegadministrator","KCoeus10083","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CE52C478E040DC0A1F8A3320",1
"10000000120","kcnegcreator","KCoeus10084","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CE66C478E040DC0A1F8A3320",1
"10000000121","kccoiadmin","KCoeus10085","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CE7CC478E040DC0A1F8A3320",1
"10000000122","kccoireviewer","KCoeus10086","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CE88C478E040DC0A1F8A3320",1
"10000000123","kccoiuser","KCoeus10087","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CE91C478E040DC0A1F8A3320",1
"10001","kciacucresearcher","KCoeus10089","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CEB9C478E040DC0A1F8A3320",1
"10002","kciacucaggregator","KCoeus10090","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CEC0C478E040DC0A1F8A3320",1
"10003","kciacucreviewer","KCoeus10091","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CEC6C478E040DC0A1F8A3320",1
"10004","kciacucviewer","KCoeus10092","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CECDC478E040DC0A1F8A3320",1
"10005","kciacuccreate","KCoeus10093","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CED3C478E040DC0A1F8A3320",1
"10006","kciacucadmin-card","KCoeus10094","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CED9C478E040DC0A1F8A3320",1
"10007","kccoiapprover","KCoeus10095","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CF33C478E040DC0A1F8A3320",1
"10008","kccoimaintainer","KCoeus10096","fK69ATFsAydwQuteang+xMva+Tc=","Y","D9EDD8E9CF43C478E040DC0A1F8A3320",1
"KCoeus2","kc","KCoeus1132",NULL,"Y","B6A9051D48DBF9D0E040DC0A1F8A1D56",1
