"ENTITY_EMAIL_ID","ENTITY_ID","ENT_TYP_CD","EMAIL_TYP_CD","EMAIL_ADDR","DFLT_IND","ACTV_IND","OBJ_ID","VER_NBR"
"KCoeus10019","KCoeus10019","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBACBA6E9E040DC0A1F8A0F5D",1
"KCoeus10020","KCoeus10020","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBACCA6E9E040DC0A1F8A0F5D",1
"KCoeus10021","KCoeus10021","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBACDA6E9E040DC0A1F8A0F5D",1
"KCoeus10022","KCoeus10022","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBACEA6E9E040DC0A1F8A0F5D",1
"KCoeus10023","KCoeus10023","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBACFA6E9E040DC0A1F8A0F5D",1
"KCoeus10024","KCoeus10024","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD0A6E9E040DC0A1F8A0F5D",1
"KCoeus10025","KCoeus10025","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD1A6E9E040DC0A1F8A0F5D",1
"KCoeus10026","KCoeus10026","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD2A6E9E040DC0A1F8A0F5D",1
"KCoeus10027","KCoeus10027","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD3A6E9E040DC0A1F8A0F5D",1
"KCoeus10028","KCoeus10028","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD4A6E9E040DC0A1F8A0F5D",1
"KCoeus10029","KCoeus10029","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD5A6E9E040DC0A1F8A0F5D",1
"KCoeus10030","KCoeus10030","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD6A6E9E040DC0A1F8A0F5D",1
"KCoeus10031","KCoeus10031","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD7A6E9E040DC0A1F8A0F5D",1
"KCoeus10032","KCoeus10032","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD8A6E9E040DC0A1F8A0F5D",1
"KCoeus10033","KCoeus10033","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAD9A6E9E040DC0A1F8A0F5D",1
"KCoeus10034","KCoeus10034","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBADAA6E9E040DC0A1F8A0F5D",1
"KCoeus10035","KCoeus10035","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBADBA6E9E040DC0A1F8A0F5D",1
"KCoeus10036","KCoeus10036","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBADCA6E9E040DC0A1F8A0F5D",1
"KCoeus10037","KCoeus10037","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBADDA6E9E040DC0A1F8A0F5D",1
"KCoeus10038","KCoeus10038","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBADEA6E9E040DC0A1F8A0F5D",1
"KCoeus10039","KCoeus10039","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBADFA6E9E040DC0A1F8A0F5D",1
"KCoeus10040","KCoeus10040","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE0A6E9E040DC0A1F8A0F5D",1
"KCoeus10041","KCoeus10041","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE1A6E9E040DC0A1F8A0F5D",1
"KCoeus10042","KCoeus10042","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE2A6E9E040DC0A1F8A0F5D",1
"KCoeus10043","KCoeus10043","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE3A6E9E040DC0A1F8A0F5D",1
"KCoeus10044","KCoeus10044","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE4A6E9E040DC0A1F8A0F5D",1
"KCoeus10045","KCoeus10045","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE5A6E9E040DC0A1F8A0F5D",1
"KCoeus10046","KCoeus10046","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE6A6E9E040DC0A1F8A0F5D",1
"KCoeus10047","KCoeus10047","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE7A6E9E040DC0A1F8A0F5D",1
"KCoeus10048","KCoeus10048","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE8A6E9E040DC0A1F8A0F5D",1
"KCoeus10049","KCoeus10049","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAE9A6E9E040DC0A1F8A0F5D",1
"KCoeus10050","KCoeus10050","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAEAA6E9E040DC0A1F8A0F5D",1
"KCoeus10051","KCoeus10051","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAEBA6E9E040DC0A1F8A0F5D",1
"KCoeus10052","KCoeus10052","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAECA6E9E040DC0A1F8A0F5D",1
"KCoeus10053","KCoeus10053","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAEDA6E9E040DC0A1F8A0F5D",1
"KCoeus10054","KCoeus10054","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAEEA6E9E040DC0A1F8A0F5D",1
"KCoeus10055","KCoeus10055","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAEFA6E9E040DC0A1F8A0F5D",1
"KCoeus10056","KCoeus10056","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF0A6E9E040DC0A1F8A0F5D",1
"KCoeus10057","KCoeus10057","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF1A6E9E040DC0A1F8A0F5D",1
"KCoeus10058","KCoeus10058","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF2A6E9E040DC0A1F8A0F5D",1
"KCoeus10059","KCoeus10059","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF3A6E9E040DC0A1F8A0F5D",1
"KCoeus10060","KCoeus10060","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF4A6E9E040DC0A1F8A0F5D",1
"KCoeus10061","KCoeus10061","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF5A6E9E040DC0A1F8A0F5D",1
"KCoeus10062","KCoeus10062","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF6A6E9E040DC0A1F8A0F5D",1
"KCoeus10063","KCoeus10063","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF7A6E9E040DC0A1F8A0F5D",1
"KCoeus10064","KCoeus10064","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF8A6E9E040DC0A1F8A0F5D",1
"KCoeus10065","KCoeus10065","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAF9A6E9E040DC0A1F8A0F5D",1
"KCoeus10066","KCoeus10066","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAFAA6E9E040DC0A1F8A0F5D",1
"KCoeus10067","KCoeus10067","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAFBA6E9E040DC0A1F8A0F5D",1
"KCoeus10068","KCoeus10068","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAFCA6E9E040DC0A1F8A0F5D",1
"KCoeus10069","KCoeus10069","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAFDA6E9E040DC0A1F8A0F5D",1
"KCoeus10070","KCoeus10070","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAFEA6E9E040DC0A1F8A0F5D",1
"KCoeus10071","KCoeus10071","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBAFFA6E9E040DC0A1F8A0F5D",1
"KCoeus10072","KCoeus10072","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB00A6E9E040DC0A1F8A0F5D",1
"KCoeus10073","KCoeus10073","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB01A6E9E040DC0A1F8A0F5D",1
"KCoeus10074","KCoeus10074","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB02A6E9E040DC0A1F8A0F5D",1
"KCoeus10075","KCoeus10075","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB03A6E9E040DC0A1F8A0F5D",1
"KCoeus10076","KCoeus10076","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB04A6E9E040DC0A1F8A0F5D",1
"KCoeus10077","KCoeus10077","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB05A6E9E040DC0A1F8A0F5D",1
"KCoeus10078","KCoeus10078","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB06A6E9E040DC0A1F8A0F5D",1
"KCoeus10079","KCoeus10079","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB07A6E9E040DC0A1F8A0F5D",1
"KCoeus10080","KCoeus10080","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB08A6E9E040DC0A1F8A0F5D",1
"KCoeus10081","KCoeus10081","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB09A6E9E040DC0A1F8A0F5D",1
"KCoeus10082","KCoeus10082","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBB0AA6E9E040DC0A1F8A0F5D",1
"KCoeus10083","KCoeus10083","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBDA8A6E9E040DC0A1F8A0F5D",1
"KCoeus10084","KCoeus10084","PERSON","WRK","kcnotification@gmail.com","Y","Y","EAAE523DBDBCA6E9E040DC0A1F8A0F5D",1
"KCoeus10085","KCoeus10085","PERSON","WRK","coiadmin@kuali.org","Y","Y","EAAE523DBDD2A6E9E040DC0A1F8A0F5D",1
"KCoeus10086","KCoeus10086","PERSON","WRK","coireviewer@kuali.org","Y","Y","EAAE523DBDDEA6E9E040DC0A1F8A0F5D",1
"KCoeus10087","KCoeus10087","PERSON","WRK","coiuser@kuali.org","Y","Y","EAAE523DBDE7A6E9E040DC0A1F8A0F5D",1
"KCoeus10088","KCoeus10088","PERSON","WRK","iacucadmin@kuali.org","Y","Y","EAAE523DBE06A6E9E040DC0A1F8A0F5D",1
"KCoeus10089","KCoeus10089","PERSON","WRK","iacucresearcher@kuali.org","Y","Y","EAAE523DBE0EA6E9E040DC0A1F8A0F5D",1
"KCoeus10090","KCoeus10090","PERSON","WRK","iacucaggregator@kuali.org","Y","Y","EAAE523DBE15A6E9E040DC0A1F8A0F5D",1
"KCoeus10091","KCoeus10091","PERSON","WRK","iacucreviewer@kuali.org","Y","Y","EAAE523DBE1BA6E9E040DC0A1F8A0F5D",1
"KCoeus10092","KCoeus10092","PERSON","WRK","iacucviewer@kuali.org","Y","Y","EAAE523DBE22A6E9E040DC0A1F8A0F5D",1
"KCoeus10093","KCoeus10093","PERSON","WRK","iacuccreate@kuali.org","Y","Y","EAAE523DBE28A6E9E040DC0A1F8A0F5D",1
"KCoeus10094","KCoeus10094","PERSON","WRK","iacucadmin-card@kuali.org","Y","Y","EAAE523DBE2EA6E9E040DC0A1F8A0F5D",1
"KCoeus10095","KCoeus10095","PERSON","WRK","coiapprover@kuali.org","Y","Y","EAAE523DBE88A6E9E040DC0A1F8A0F5D",1
"KCoeus10096","KCoeus10096","PERSON","WRK","coiMaintainer@kuali.org","Y","Y","EAAE523DBE98A6E9E040DC0A1F8A0F5D",1
